state,houseDist,house_cand_dem,dem_house_percent,sen_cand_dem,dem_house_avgIdeal,dem_sen_avgIdeal,house_cand_rep,rep_cand_percent,sen_cand_rep,rep_house_avgIdeal,rep_sen_avgIdeal,dem_sen_inc,rep_sen_inc,dem_house_inc,rep_house_inc,dem_sen_percent,rep_sen_percent,Cand_Office_St,Total_Receipt_Republican,Total_Receipt_Democrat,Total_Disbursement_Republican,Total_Disbursement_Democrat,Coverage_Start_Date_Republican,Coverage_Start_Date_Democrat,Coverage_End_Date_Republican,Coverage_End_Date_Democrat,Individual_Itemized_Contribution_Republican,Individual_Itemized_Contribution_Democrat,Individual_Unitemized_Contribution_Republican,Individual_Unitemized_Contribution_Democrat,Individual_Contribution_Republican,Individual_Contribution_Democrat,Total_Contribution_Republican,Total_Contribution_Democrat,Other_Receipts_Republican,Other_Receipts_Democrat,sen_cand_rep_gender,sen_cand_dem_gender,house_cand_rep_gender,house_cand_dem_gender,senState
Texas,TX-18,Sheila Jackson Lee,0.75716886,MJ Hegar,-1.14,-0.83,Wendell Champion,0.24283114,John Cornyn,1.15,1.02,Challenger,Incumbent,1,0,0.74826940713846,0.25173059286154,TX,28614523.43,29597569.83,33771189.09,29558486.93,01/01/2019,01/01/2019,12/31/2020,12/31/2020,12039414.05,13373345.73,6564769.67,14672676.23,18604183.72,28046021.96,21277072.15,28652267.51,842677.36,0,M,F,M,F,TX-Sen02
Texas,TX-19,Tom Watson,0.2340811161,MJ Hegar,-0.86,-0.83,Jodey Arrington,0.7659188839,John Cornyn,1.26,1.02,Challenger,Incumbent,0,1,0.2506789871742593,0.7493210128257407,TX,28614523.43,29597569.83,33771189.09,29558486.93,01/01/2019,01/01/2019,12/31/2020,12/31/2020,12039414.05,13373345.73,6564769.67,14672676.23,18604183.72,28046021.96,21277072.15,28652267.51,842677.36,0,M,F,M,M,TX-Sen02
Texas,TX-20,Joaquin Castro,0.6614054838,MJ Hegar,-1.21,-0.83,Mauro Garza,0.3385945162,John Cornyn,1.13,1.02,Challenger,Incumbent,1,0,0.6205809665031747,0.3794190334968252,TX,28614523.43,29597569.83,33771189.09,29558486.93,01/01/2019,01/01/2019,12/31/2020,12/31/2020,12039414.05,13373345.73,6564769.67,14672676.23,18604183.72,28046021.96,21277072.15,28652267.51,842677.36,0,M,F,M,M,TX-Sen02
Texas,TX-21,Wendy Davis,0.4660706965,MJ Hegar,-0.69,-0.83,Chip Roy,0.5339293035,John Cornyn,1.74,1.02,Challenger,Incumbent,0,1,0.45542712603887386,0.5445728739611262,TX,28614523.43,29597569.83,33771189.09,29558486.93,01/01/2019,01/01/2019,12/31/2020,12/31/2020,12039414.05,13373345.73,6564769.67,14672676.23,18604183.72,28046021.96,21277072.15,28652267.51,842677.36,0,M,F,M,F,TX-Sen02
Texas,TX-22,Sri Preston Kulkarni,0.4639764236,MJ Hegar,-0.86,-0.83,Troy Nehls,0.5360235764,John Cornyn,0.98,1.02,Challenger,Incumbent,0,0,0.4684099858167283,0.5315900141832717,TX,28614523.43,29597569.83,33771189.09,29558486.93,01/01/2019,01/01/2019,12/31/2020,12/31/2020,12039414.05,13373345.73,6564769.67,14672676.23,18604183.72,28046021.96,21277072.15,28652267.51,842677.36,0,M,F,M,M,TX-Sen02
Texas,TX-23,Gina Ortiz Jones,0.4797069046,MJ Hegar,-0.65,-0.83,Tony Gonzales,0.5202930954,John Cornyn,1.24,1.02,Challenger,Incumbent,0,0,0.47421720812395896,0.525782791876041,TX,28614523.43,29597569.83,33771189.09,29558486.93,01/01/2019,01/01/2019,12/31/2020,12/31/2020,12039414.05,13373345.73,6564769.67,14672676.23,18604183.72,28046021.96,21277072.15,28652267.51,842677.36,0,M,F,M,F,TX-Sen02
Texas,TX-24,Candace Valenzuela,0.4930804623,MJ Hegar,-0.88,-0.83,Beth Van Duyne,0.5069195377,John Cornyn,1.15,1.02,Challenger,Incumbent,0,0,0.4901942168131353,0.5098057831868646,TX,28614523.43,29597569.83,33771189.09,29558486.93,01/01/2019,01/01/2019,12/31/2020,12/31/2020,12039414.05,13373345.73,6564769.67,14672676.23,18604183.72,28046021.96,21277072.15,28652267.51,842677.36,0,M,F,F,F,TX-Sen02
Texas,TX-25,Julie Oliver,0.4295629853,MJ Hegar,-1.24,-0.83,Roger Williams,0.5704370147,John Cornyn,0.95,1.02,Challenger,Incumbent,0,1,0.42686411787290734,0.5731358821270927,TX,28614523.43,29597569.83,33771189.09,29558486.93,01/01/2019,01/01/2019,12/31/2020,12/31/2020,12039414.05,13373345.73,6564769.67,14672676.23,18604183.72,28046021.96,21277072.15,28652267.51,842677.36,0,M,F,M,F,TX-Sen02
Texas,TX-26,Carol Iannuzzi,0.3806611312,MJ Hegar,-1.09,-0.83,Michael Burgess,0.6193388688,John Cornyn,1.04,1.02,Challenger,Incumbent,0,1,0.39639887567771,0.6036011243222901,TX,28614523.43,29597569.83,33771189.09,29558486.93,01/01/2019,01/01/2019,12/31/2020,12/31/2020,12039414.05,13373345.73,6564769.67,14672676.23,18604183.72,28046021.96,21277072.15,28652267.51,842677.36,0,M,F,M,F,TX-Sen02
Texas,TX-27,Ricardo de la FuenteTX,0.3565210572,MJ Hegar,-0.78,-0.83,Michael Cloud,0.6434789428,John Cornyn,1.35,1.02,Challenger,Incumbent,0,1,0.3680967875392752,0.6319032124607248,TX,28614523.43,29597569.83,33771189.09,29558486.93,01/01/2019,01/01/2019,12/31/2020,12/31/2020,12039414.05,13373345.73,6564769.67,14672676.23,18604183.72,28046021.96,21277072.15,28652267.51,842677.36,0,M,F,M,M,TX-Sen02
Texas,TX-28,Henry Cuellar,0.5993496133,MJ Hegar,-0.39,-0.83,Sandra Whitten,0.4006503867,John Cornyn,1.1,1.02,Challenger,Incumbent,1,0,0.5233057045343735,0.4766942954656265,TX,28614523.43,29597569.83,33771189.09,29558486.93,01/01/2019,01/01/2019,12/31/2020,12/31/2020,12039414.05,13373345.73,6564769.67,14672676.23,18604183.72,28046021.96,21277072.15,28652267.51,842677.36,0,M,F,F,M,TX-Sen02
Texas,TX-29,Sylvia Garcia,0.7220798599,MJ Hegar,-1,-0.83,Jaimy Blanco,0.2779201401,John Cornyn,1.49,1.02,Challenger,Incumbent,1,0,0.66074478761656,0.33925521238344003,TX,28614523.43,29597569.83,33771189.09,29558486.93,01/01/2019,01/01/2019,12/31/2020,12/31/2020,12039414.05,13373345.73,6564769.67,14672676.23,18604183.72,28046021.96,21277072.15,28652267.51,842677.36,0,M,F,F,F,TX-Sen02
Texas,TX-30,Eddie Bernice Johnson,0.8080342885,MJ Hegar,-0.96,-0.83,Tre Pennie,0.1919657115,John Cornyn,1.1,1.02,Challenger,Incumbent,1,0,0.7919315232426216,0.2080684767573784,TX,28614523.43,29597569.83,33771189.09,29558486.93,01/01/2019,01/01/2019,12/31/2020,12/31/2020,12039414.05,13373345.73,6564769.67,14672676.23,18604183.72,28046021.96,21277072.15,28652267.51,842677.36,0,M,F,M,M,TX-Sen02
Texas,TX-31,Donna Imam,0.4527966464,MJ Hegar,-1.2,-0.83,John Carter,0.5472033536,John Cornyn,0.97,1.02,Challenger,Incumbent,0,1,0.4660861736334405,0.5339138263665595,TX,28614523.43,29597569.83,33771189.09,29558486.93,01/01/2019,01/01/2019,12/31/2020,12/31/2020,12039414.05,13373345.73,6564769.67,14672676.23,18604183.72,28046021.96,21277072.15,28652267.51,842677.36,0,M,F,M,F,TX-Sen02
Texas,TX-32,Colin Allred,0.5307289639,MJ Hegar,-0.28,-0.83,Genevieve Collins,0.4692710361,John Cornyn,NA,1.02,Challenger,Incumbent,1,0,0.5081846633969703,0.4918153366030297,TX,28614523.43,29597569.83,33771189.09,29558486.93,01/01/2019,01/01/2019,12/31/2020,12/31/2020,12039414.05,13373345.73,6564769.67,14672676.23,18604183.72,28046021.96,21277072.15,28652267.51,842677.36,0,M,F,F,M,TX-Sen02
Texas,TX-33,Marc Veasey,0.7265496188,MJ Hegar,-0.88,-0.83,Fabian Vasquez,0.2734503812,John Cornyn,1.26,1.02,Challenger,Incumbent,1,0,0.7268772953402964,0.2731227046597036,TX,28614523.43,29597569.83,33771189.09,29558486.93,01/01/2019,01/01/2019,12/31/2020,12/31/2020,12039414.05,13373345.73,6564769.67,14672676.23,18604183.72,28046021.96,21277072.15,28652267.51,842677.36,0,M,F,M,M,TX-Sen02
Texas,TX-34,Filemon Vela,0.5698105879,MJ Hegar,-0.6,-0.83,NA,NA,NA,NA,NA,Challenger,Incumbent,1,0,0.5214816106336281,0.478518389366372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F,NA,M,TX-Sen02
Texas,TX-35,Lloyd Doggett,0.6858279413,MJ Hegar,-1.09,-0.83,Jenny Sharon,0.3141720587,John Cornyn,1.55,1.02,Challenger,Incumbent,1,0,0.6681408061739837,0.33185919382601625,TX,28614523.43,29597569.83,33771189.09,29558486.93,01/01/2019,01/01/2019,12/31/2020,12/31/2020,12039414.05,13373345.73,6564769.67,14672676.23,18604183.72,28046021.96,21277072.15,28652267.51,842677.36,0,M,F,F,M,TX-Sen02
Texas,TX-36,Rashad Lewis,0.2479045799,MJ Hegar,-0.52,-0.83,Brian Babin,0.7520954201,John Cornyn,1.51,1.02,Challenger,Incumbent,0,1,0.2645282751977799,0.7354717248022201,TX,28614523.43,29597569.83,33771189.09,29558486.93,01/01/2019,01/01/2019,12/31/2020,12/31/2020,12039414.05,13373345.73,6564769.67,14672676.23,18604183.72,28046021.96,21277072.15,28652267.51,842677.36,0,M,F,M,M,TX-Sen02
South Carolina,SC-01,Joe Cunningham,0.4936543316,Jaime Harrison,-0.21,-0.71,Nancy Mace,0.5063456684,Lindsey Graham,1.18,1.18,Challenger,Incumbent,1,0,0.4715671668054855,0.5284328331945145,SC,107747533.78,132685669.57,98457035.23,132350242.9,01/01/2019,01/01/2019,12/31/2020,12/31/2020,51324477.99,60250964.39,51233584.02,70858442.47,102558062.01,131109406.86,105025106.92,131888674.32,244466.65,151.43,M,M,F,M,SC-Sen02
South Carolina,SC-02,Adair Boroughs,0.4334927187,Jaime Harrison,-0.48,-0.71,Joe Wilson,0.5665072813,Lindsey Graham,0.99,1.18,Challenger,Incumbent,0,1,0.4560868946595543,0.5439131053404457,SC,107747533.78,132685669.57,98457035.23,132350242.9,01/01/2019,01/01/2019,12/31/2020,12/31/2020,51324477.99,60250964.39,51233584.02,70858442.47,102558062.01,131109406.86,105025106.92,131888674.32,244466.65,151.43,M,M,M,F,SC-Sen02
South Carolina,SC-03,Hosea Cleveland,0.287202631,Jaime Harrison,-0.52,-0.71,Jeff Duncan,0.712797369,Lindsey Graham,1.53,1.18,Challenger,Incumbent,0,1,0.32144957562983817,0.6785504243701619,SC,107747533.78,132685669.57,98457035.23,132350242.9,01/01/2019,01/01/2019,12/31/2020,12/31/2020,51324477.99,60250964.39,51233584.02,70858442.47,102558062.01,131109406.86,105025106.92,131888674.32,244466.65,151.43,M,M,M,M,SC-Sen02
South Carolina,SC-04,Kim Nelson,0.3745554683,Jaime Harrison,-0.94,-0.71,William Timmons,0.6254445317,Lindsey Graham,1.15,1.18,Challenger,Incumbent,0,1,0.40250311047082704,0.5974968895291729,SC,107747533.78,132685669.57,98457035.23,132350242.9,01/01/2019,01/01/2019,12/31/2020,12/31/2020,51324477.99,60250964.39,51233584.02,70858442.47,102558062.01,131109406.86,105025106.92,131888674.32,244466.65,151.43,M,M,M,F,SC-Sen02
South Carolina,SC-05,Moe Brown,0.3988660737,Jaime Harrison,-0.85,-0.71,Ralph Norman,0.6011339263,Lindsey Graham,1.43,1.18,Challenger,Incumbent,0,1,0.4267980760465652,0.5732019239534347,SC,107747533.78,132685669.57,98457035.23,132350242.9,01/01/2019,01/01/2019,12/31/2020,12/31/2020,51324477.99,60250964.39,51233584.02,70858442.47,102558062.01,131109406.86,105025106.92,131888674.32,244466.65,151.43,M,M,M,M,SC-Sen02
South Carolina,SC-06,Jim Clyburn,0.6887090868,Jaime Harrison,-0.93,-0.71,John McCollum,0.3112909132,Lindsey Graham,1.22,1.18,Challenger,Incumbent,1,0,0.6802336054305678,0.3197663945694322,SC,107747533.78,132685669.57,98457035.23,132350242.9,01/01/2019,01/01/2019,12/31/2020,12/31/2020,51324477.99,60250964.39,51233584.02,70858442.47,102558062.01,131109406.86,105025106.92,131888674.32,244466.65,151.43,M,M,M,M,SC-Sen02
South Carolina,SC-07,Melissa Watson,0.3816427378,Jaime Harrison,-0.49,-0.71,Tom Rice,0.6183572622,Lindsey Graham,1.11,1.18,Challenger,Incumbent,0,1,0.4157460401969919,0.5842539598030081,SC,107747533.78,132685669.57,98457035.23,132350242.9,01/01/2019,01/01/2019,12/31/2020,12/31/2020,51324477.99,60250964.39,51233584.02,70858442.47,102558062.01,131109406.86,105025106.92,131888674.32,244466.65,151.43,M,M,M,F,SC-Sen02
New Hampshire,NH-01,Chris Pappas,0.5261627833,Jeanne Shaheen,-0.34,-0.53,Matt Mowers,0.4738372167,Corky Messner,1.15,1.12,Incumbent,Challenger,1,0,0.5726621427310108,0.4273378572689891,NH,7150052.78,18172382.69,7091752.65,17521348.95,01/01/2019,01/01/2019,12/31/2020,12/31/2020,860920.07,10371412.41,150881.73,4865407.29,1011801.8,15236819.7,1192901.8,17307434.74,0,25839.73,M,F,M,M,NH-Sen02
New Hampshire,NH-02,Ann Kuster,0.552234374,Jeanne Shaheen,-0.43,-0.53,Steve Negron,0.44776562600000003,Corky Messner,1.13,1.12,Incumbent,Challenger,1,0,0.5879421014879256,0.41205789851207447,NH,7150052.78,18172382.69,7091752.65,17521348.95,01/01/2019,01/01/2019,12/31/2020,12/31/2020,860920.07,10371412.41,150881.73,4865407.29,1011801.8,15236819.7,1192901.8,17307434.74,0,25839.73,M,F,M,F,NH-Sen02
Oregon,OR-01,Suzanne Bonamici,0.6472149177,Jeff Merkley,-0.95,-1.39,Christopher Christensen,0.3527850823,Jo Rae Perkins,NA,1.63,Incumbent,Challenger,1,0,0.6502254339380547,0.34977456606194535,OR,142923.6,6410830.47,117245.97,4288037.97,01/01/2019,01/01/2019,12/31/2020,12/31/2020,119868.21,3425110.46,671.38,2160135.5,120539.59,5585245.96,135416.98,6191264.82,6891.77,10244.6,F,M,M,F,OR-Sen02
Oregon,OR-02,Alex Spenser,0.3814657704,Jeff Merkley,-1.32,-1.39,Cliff Bentz,0.6185342296,Jo Rae Perkins,1.11,1.63,Incumbent,Challenger,0,0,0.4474168856188068,0.5525831143811932,OR,142923.6,6410830.47,117245.97,4288037.97,01/01/2019,01/01/2019,12/31/2020,12/31/2020,119868.21,3425110.46,671.38,2160135.5,120539.59,5585245.96,135416.98,6191264.82,6891.77,10244.6,F,M,M,F,OR-Sen02
Oregon,OR-03,Earl Blumenauer,0.7565309682,Jeff Merkley,-1.45,-1.39,Joanna Harbour,0.2434690318,Jo Rae Perkins,1.11,1.63,Incumbent,Challenger,1,0,0.763948599336211,0.2360514006637891,OR,142923.6,6410830.47,117245.97,4288037.97,01/01/2019,01/01/2019,12/31/2020,12/31/2020,119868.21,3425110.46,671.38,2160135.5,120539.59,5585245.96,135416.98,6191264.82,6891.77,10244.6,F,M,F,M,OR-Sen02
Oregon,OR-04,Peter DeFazio,0.527207126,Jeff Merkley,-0.92,-1.39,Alek Skarlatos,0.472792874,Jo Rae Perkins,1.24,1.63,Incumbent,Challenger,1,0,0.537503338592786,0.46249666140721407,OR,142923.6,6410830.47,117245.97,4288037.97,01/01/2019,01/01/2019,12/31/2020,12/31/2020,119868.21,3425110.46,671.38,2160135.5,120539.59,5585245.96,135416.98,6191264.82,6891.77,10244.6,F,M,M,M,OR-Sen02
Oregon,OR-05,Kurt Schrader,0.5347092103,Jeff Merkley,-0.34,-1.39,Amy Ryan Courser,0.4652907897,Jo Rae Perkins,1.29,1.63,Incumbent,Challenger,1,0,0.5537638176979586,0.4462361823020415,OR,142923.6,6410830.47,117245.97,4288037.97,01/01/2019,01/01/2019,12/31/2020,12/31/2020,119868.21,3425110.46,671.38,2160135.5,120539.59,5585245.96,135416.98,6191264.82,6891.77,10244.6,F,M,F,M,OR-Sen02
Rhode Island,RI-01,David Cicilline,1,Jack Reed,-0.92,-0.83,NA,NA,NA,NA,NA,Incumbent,Challenger,1,NA,0.7061740542564446,0.29382594574355536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,NA,M,RI-Sen02
Rhode Island,RI-02,Jim Langevin,0.5837033109,Jack Reed,-0.53,-0.83,Robert Lancia,0.4162966891,Allen Waters,1.62,1.11,Incumbent,Challenger,1,0,0.6322300637808054,0.3677699362191946,RI,29725.75,2964445.84,22367.71,2494636.39,10/01/2019,01/01/2019,12/31/2020,12/31/2020,14184,1301832.27,4745,37914.15,18929,1339746.42,21255.33,2822183.42,25,11469.83,M,M,M,M,RI-Sen02
Colorado,CO-01,Diana DeGette,0.7578592062,John Hickenlooper,-1.07,-0.93,Shane Bolling,0.2421407938,Cory Gardner,1.54,0.54,Challenger,Incumbent,1,0,0.7510234101016724,0.2489765898983276,CO,26161851.26,44246118.41,26813944.62,42604035.39,01/01/2019,08/22/2019,12/31/2020,12/31/2020,14123257.25,25067941.16,5653781.9,14795217.91,19777039.15,39863159.07,22637419.89,40705172.47,27550,4040.56,M,M,M,F,CO-Sen02
Colorado,CO-02,Joe Neguse,0.6345200532,John Hickenlooper,-0.82,-0.93,Charles Winn,0.3654799468,Cory Gardner,0.91,0.54,Challenger,Incumbent,1,0,0.6287649378994451,0.37123506210055496,CO,26161851.26,44246118.41,26813944.62,42604035.39,01/01/2019,08/22/2019,12/31/2020,12/31/2020,14123257.25,25067941.16,5653781.9,14795217.91,19777039.15,39863159.07,22637419.89,40705172.47,27550,4040.56,M,M,M,M,CO-Sen02
Colorado,CO-03,Diane Mitsch Bush,0.4680390398,John Hickenlooper,-0.95,-0.93,Lauren Boebert,0.5319609602,Cory Gardner,1.63,0.54,Challenger,Incumbent,0,0,0.4608624871258181,0.5391375128741819,CO,26161851.26,44246118.41,26813944.62,42604035.39,01/01/2019,08/22/2019,12/31/2020,12/31/2020,14123257.25,25067941.16,5653781.9,14795217.91,19777039.15,39863159.07,22637419.89,40705172.47,27550,4040.56,M,M,F,F,CO-Sen02
Colorado,CO-04,Isaac McCorkle,0.3785107638,John Hickenlooper,-0.95,-0.93,Ken Buck,0.6214892362,Cory Gardner,1.56,0.54,Challenger,Incumbent,0,1,0.397848244145403,0.602151755854597,CO,26161851.26,44246118.41,26813944.62,42604035.39,01/01/2019,08/22/2019,12/31/2020,12/31/2020,14123257.25,25067941.16,5653781.9,14795217.91,19777039.15,39863159.07,22637419.89,40705172.47,27550,4040.56,M,M,M,M,CO-Sen02
Colorado,CO-05,Jillian Freeland,0.3935579244,John Hickenlooper,-0.88,-0.93,Doug Lamborn,0.6064420756,Cory Gardner,1.46,0.54,Challenger,Incumbent,0,1,0.409361862480717,0.5906381375192831,CO,26161851.26,44246118.41,26813944.62,42604035.39,01/01/2019,08/22/2019,12/31/2020,12/31/2020,14123257.25,25067941.16,5653781.9,14795217.91,19777039.15,39863159.07,22637419.89,40705172.47,27550,4040.56,M,M,M,F,CO-Sen02
Colorado,CO-06,Jason Crow,0.5882737259,John Hickenlooper,-0.51,-0.93,Steve House,0.4117262741,Cory Gardner,1.07,0.54,Challenger,Incumbent,1,0,0.5687934102322769,0.4312065897677231,CO,26161851.26,44246118.41,26813944.62,42604035.39,01/01/2019,08/22/2019,12/31/2020,12/31/2020,14123257.25,25067941.16,5653781.9,14795217.91,19777039.15,39863159.07,22637419.89,40705172.47,27550,4040.56,M,M,M,M,CO-Sen02
Colorado,CO-07,Ed Perlmutter,0.6112467946,John Hickenlooper,-0.62,-0.93,Casper Stockham,0.3886726899,Cory Gardner,1.43,0.54,Challenger,Incumbent,1,0,0.5990351520490719,0.4009648479509282,CO,26161851.26,44246118.41,26813944.62,42604035.39,01/01/2019,08/22/2019,12/31/2020,12/31/2020,14123257.25,25067941.16,5653781.9,14795217.91,19777039.15,39863159.07,22637419.89,40705172.47,27550,4040.56,M,M,M,M,CO-Sen02
Georgia,GA-01,Joyce Marie Griggs,0.4165077996,Jon Ossoff,NA,-1.04,Buddy Carter,0.5834922004,David Perdue,1.11,1.04,Challenger,Incumbent,0,1,0.4309448878753326,0.5690551121246674,GA,99202974.13,156146537.53,88492643.47,151814804.04,01/01/2019,06/25/2019,12/31/2020,12/31/2020,52467472.11,75460307.89,23106905.31,69694694.49,75574377.42,145155002.38,80425954.87,146083040.93,349226.81,0,M,M,M,F,GA-Sen02
Georgia,GA-02,Sanford Bishop,0.59116099,Jon Ossoff,-0.67,-1.04,Donald Cole,0.40883901,David Perdue,1.38,1.04,Challenger,Incumbent,1,0,0.5493820929528314,0.4506179070471686,GA,99202974.13,156146537.53,88492643.47,151814804.04,01/01/2019,06/25/2019,12/31/2020,12/31/2020,52467472.11,75460307.89,23106905.31,69694694.49,75574377.42,145155002.38,80425954.87,146083040.93,349226.81,0,M,M,M,M,GA-Sen02
Georgia,GA-03,Val Almonord,0.3495440566,Jon Ossoff,-0.83,-1.04,Drew Ferguson,0.6504559434,David Perdue,1.09,1.04,Challenger,Incumbent,0,1,0.3645676296205539,0.6354323703794461,GA,99202974.13,156146537.53,88492643.47,151814804.04,01/01/2019,06/25/2019,12/31/2020,12/31/2020,52467472.11,75460307.89,23106905.31,69694694.49,75574377.42,145155002.38,80425954.87,146083040.93,349226.81,0,M,M,M,M,GA-Sen02
Georgia,GA-04,Hank Johnson,0.8007660085,Jon Ossoff,-1.06,-1.04,Johsie Cruz,0.1992339915,David Perdue,1.64,1.04,Challenger,Incumbent,1,0,0.7932342614379454,0.20676573856205455,GA,99202974.13,156146537.53,88492643.47,151814804.04,01/01/2019,06/25/2019,12/31/2020,12/31/2020,52467472.11,75460307.89,23106905.31,69694694.49,75574377.42,145155002.38,80425954.87,146083040.93,349226.81,0,M,M,F,M,GA-Sen02
