term,b0,b1,b1prior,count,party,political,demPolitical,repPolitical,interPartyPolitical,nWords,totCount,demCount,repCount,totCandN,demIncN,repIncN,demCandN,repCandN,maxCandN,secondCandN,maxGap,maxGap2ndRatio,maxToTotalMinusMaxRatio,outlierCapped,maxDemCandN,secondDemCandN,maxDemGap,maxDemGap2ndRatio,maxDemToTotalMinusMaxRatio,outlierCappedDem,maxRepCandN,secondRepCandN,maxRepGap,maxRepToTotalMinusMaxRatio,maxRepGap2ndRatio,outlierCappedRep,bParty,tParty,bDemRCCount,tDemRCCount,bRepRCCount,tRepRCCount,numChar
separated,-5.39,-2.51,0,93,D,1,1,0,1,1,102,93,9,74,18,1,65,9,6,4,2,0.5,0.062,0,6,4,2,0.5,0.069,0,1,1,0,0.125,0,0,-0.07,-1.96,-2.34,-3.91,-53.049,0,9
advocate,-0.97,-0.57,0,981,D,1,1,0,1,1,1399,981,417,672,142,66,423,248,16,11,5,0.455,0.012,0,16,11,5,0.455,0.017,0,10,7,3,0.025,0.429,0,-0.53,-3.46,-0.32,-1.92,-0.551,-1.38,8
civilrights,-2.23,-1.21,0,490,D,1,1,1,1,1,564,490,72,294,85,7,250,42,11,9,2,0.222,0.02,0,11,9,2,0.222,0.023,0,8,5,3,0.125,0.6,0,-0.55,-4.84,-1.01,-4.29,-2.401,-2.14,11
terrorism,-1.79,0.41,0,171,D,1,1,1,1,1,381,171,209,218,38,33,101,116,12,8,4,0.5,0.033,0,7,5,2,0.4,0.043,0,12,8,4,0.061,0.5,0,0.37,3.36,0.82,2.05,1.768,3.75,9
communities,-0.1,-0.48,0,3136,D,1,1,1,1,1,3872,3136,729,940,169,75,627,308,47,38,9,0.237,0.012,0,47,38,9,0.237,0.015,0,21,19,2,0.03,0.105,0,-0.9,-3.28,-0.21,-1.86,-1.02,-3.78,11
organizing,-5.33,-2.21,0,118,D,1,1,0,1,1,134,118,14,93,16,0,80,11,5,4,1,0.25,0.039,0,5,4,1,0.25,0.044,0,2,2,0,0.167,0,0,-0.08,-2.74,-2.1,-3.07,0,0,10
bargain,-4.21,-1.27,0,127,D,1,1,0,1,1,130,127,3,105,22,0,103,2,4,4,0,0,0.032,0,4,4,0,0,0.033,0,2,1,1,2,1,0,-0.07,-2.59,-1.03,-1.68,0,0,7
detention,-4.35,-2.09,0,262,D,1,1,0,1,1,275,262,13,157,31,1,145,12,9,9,0,0,0.034,0,9,9,0,0,0.036,0,2,1,1,0.182,1,0,-0.13,-2.55,-1.86,-4.23,-2.793,-0.95,9
residents,-1.98,-1.17,0,704,D,1,1,1,1,1,989,704,280,462,98,30,314,147,18,13,5,0.385,0.019,0,18,13,5,0.385,0.026,0,11,11,0,0.041,0,0,-0.44,-3.14,-0.94,-4.46,-1.451,-2.62,9
immigrant,-4.22,-2.62,0,364,D,1,1,1,1,1,491,364,124,283,43,4,202,80,11,10,1,0.1,0.023,0,10,9,1,0.111,0.028,0,11,7,4,0.097,0.571,0,-0.33,-3.06,-2.56,-8.01,-3.141,-1.99,9
voices,-3.18,-1.17,0,257,D,1,1,0,1,1,318,257,61,212,49,6,165,47,8,8,0,0,0.026,0,8,8,0,0,0.032,0,5,4,1,0.089,0.25,0,-0.21,-4.17,-0.99,-2.51,0.058,0.04,6
grown,-2.09,0.74,0,158,D,1,1,1,1,1,251,158,92,199,30,19,128,70,4,4,0,0,0.016,0,4,4,0,0,0.026,0,4,3,1,0.045,0.333,0,0.09,1.69,1.04,1.99,2.079,2.54,5
transportation,-1,-0.67,0,939,D,1,1,1,1,1,1219,939,277,470,107,45,324,144,21,16,5,0.312,0.018,0,21,16,5,0.312,0.023,0,14,13,1,0.053,0.077,0,-0.42,-1.65,-0.43,-2.65,-0.777,-2.19,14
arts,-3.09,-1.08,0,210,D,1,1,0,1,1,269,210,57,165,40,9,120,44,26,11,15,1.364,0.107,0,26,11,15,1.364,0.141,0,5,4,1,0.096,0.25,0,-0.14,-2.09,-0.86,-2.24,-1.441,-1.36,4
pledge,-1.76,2.44,0,188,D,1,1,1,1,1,356,188,167,216,12,17,110,105,21,17,4,0.235,0.063,0,17,8,9,1.125,0.099,0,21,8,13,0.144,1.625,0,0.09,2.26,2.81,3.17,3.392,3.5,6
taxpayers,-1.77,0.3,0,220,D,1,1,1,1,1,522,220,294,345,51,57,152,188,6,6,0,0,0.012,0,5,4,1,0.25,0.023,0,6,6,0,0.021,0,0,0.41,5.19,0.66,1.75,1.024,2.45,9
humanity,-4.77,-1.57,0,158,D,1,1,0,1,1,203,158,43,133,18,0,96,35,12,11,1,0.091,0.063,0,12,11,1,0.091,0.082,0,3,3,0,0.075,0,0,-0.06,-2.61,-1.36,-1.93,0,0,8
latino,-5.16,-1.79,0,78,D,1,1,0,1,1,89,78,11,65,13,2,55,10,4,4,0,0,0.047,0,4,4,0,0,0.054,0,2,1,1,0.222,1,0,-0.05,-1.77,-1.62,-2.1,-2.667,-1.2,6
activism,-6.51,-2.62,0,70,D,1,1,0,1,1,87,70,17,69,10,0,54,15,4,3,1,0.333,0.048,0,4,3,1,0.333,0.061,0,2,2,0,0.133,0,0,-0.04,-2.56,-2.57,-2.55,0,0,8
nonviolent,-5.1,-1.66,0,91,D,1,1,0,1,1,99,91,7,75,13,0,69,5,6,5,1,0.2,0.065,0,6,5,1,0.2,0.071,0,2,2,0,0.4,0,0,-0.05,-2.16,-1.46,-1.84,0,0,10
polluters,-4.55,-1.4,0,95,D,1,1,0,1,1,108,95,12,73,14,1,63,9,5,4,1,0.25,0.049,0,5,4,1,0.25,0.056,0,2,2,0,0.2,0,0,-0.06,-1.95,-1.29,-1.78,-243.485,0,9
status,-2.48,-0.87,0,415,D,1,1,0,1,1,548,415,129,315,64,10,228,85,18,14,4,0.286,0.034,0,18,14,4,0.286,0.045,0,7,6,1,0.057,0.167,0,-0.17,-2.42,-0.56,-1.79,-0.402,-0.34,6
accessible,-2.37,-0.81,0,401,D,1,1,1,1,1,478,401,75,294,65,14,232,60,10,9,1,0.111,0.021,0,10,9,1,0.111,0.026,0,3,3,0,0.042,0,0,-0.15,-2.11,-0.52,-1.71,-1.478,-1.69,10
undocumented,-3.38,-1.38,0,321,D,1,1,0,1,1,383,321,62,214,41,4,174,40,15,13,2,0.154,0.041,0,15,13,2,0.154,0.049,0,6,6,0,0.107,0,0,-0.14,-2.37,-1.11,-2.87,-1.668,-0.96,12
homeownership,-5.27,-1.76,0,77,D,1,1,0,1,1,85,77,8,53,11,0,47,6,14,5,9,1.8,0.197,0,14,5,9,1.8,0.222,0,2,2,0,0.333,0,0,-0.06,-2.21,-1.6,-1.93,0,0,13
faith,-2.19,0.71,0,208,D,1,1,1,1,1,573,208,363,317,26,29,141,175,43,14,29,2.071,0.081,1,8,7,1,0.143,0.04,0,43,14,29,0.134,2.071,1,0.14,2.45,1.05,1.91,1.552,2.37,5
suppression,-4.36,-1.29,0,151,D,1,1,0,1,1,156,151,5,107,17,0,102,5,5,4,1,0.25,0.033,0,5,4,1,0.25,0.034,0,1,1,0,0.25,0,0,-0.08,-2.62,-1.1,-1.67,0,0,11
toxic,-4,-1.49,0,136,D,1,1,0,1,1,153,136,17,112,25,2,98,14,4,4,0,0,0.027,0,4,4,0,0,0.03,0,3,2,1,0.214,0.5,0,-0.09,-1.93,-1.24,-2.49,-2.925,-1.22,5
hiv,-6.06,-2.29,0,68,D,1,1,0,1,1,77,68,9,45,8,0,40,5,7,5,2,0.4,0.1,0,7,5,2,0.4,0.115,0,2,2,0,0.286,0,0,-0.05,-2.03,-2.21,-2.31,0,0,3
humane,-3.91,-1.25,0,146,D,1,1,0,1,1,180,146,34,127,22,1,111,16,15,7,8,1.143,0.091,0,7,4,3,0.75,0.05,0,15,3,12,0.789,4,0,-0.1,-1.97,-1.02,-1.91,-243.485,0,6
sentencing,-4.31,-1.63,0,188,D,1,1,0,1,1,210,188,20,128,22,0,113,13,9,7,2,0.286,0.045,0,9,7,2,0.286,0.05,0,5,4,1,0.333,0.25,0,-0.11,-2.63,-1.43,-2.63,0,0,10
africanamerican,-3.84,-1.62,0,170,D,1,1,0,1,1,206,170,35,125,32,3,99,25,8,8,0,0,0.04,0,8,7,1,0.143,0.049,0,8,2,6,0.296,3,0,-0.18,-3.31,-1.45,-3.35,-0.499,-0.23,15
lutherking,-8.08,-3.38,0,44,D,1,1,0,1,1,61,44,16,49,5,0,34,14,5,2,3,1.5,0.089,0,5,2,3,1.5,0.128,0,2,2,0,0.143,0,0,-0.02,-1.88,-3.48,-2.33,0,0,10
hispanic,-4.03,-1.69,0,112,D,1,1,0,1,1,159,112,47,94,22,4,65,29,9,6,3,0.5,0.06,0,6,5,1,0.2,0.057,0,9,4,5,0.237,1.25,0,-0.14,-2.16,-1.52,-3.3,-1.819,-1.18,8
burdens,-1.99,1.59,0,105,D,1,1,1,1,1,175,105,69,138,19,22,84,53,5,5,0,0,0.029,0,5,3,2,0.667,0.05,0,5,5,0,0.078,0,0,0.15,3.08,1.9,2.68,1.453,1.92,7
terrorists,-1.53,1.75,0,74,D,1,1,1,1,1,181,74,107,129,22,30,58,71,5,4,1,0.25,0.028,0,4,3,1,0.333,0.057,0,5,4,1,0.049,0.25,0,0.18,3.34,2.14,3.53,1.317,2.07,10
africa,-4.45,-1.6,0,62,D,1,1,0,1,1,96,62,34,71,17,2,46,25,5,4,1,0.25,0.055,0,4,4,0,0,0.069,0,5,2,3,0.172,1.5,0,-0.09,-2.04,-1.42,-2.39,-0.957,-0.38,6
terrorist,-1.69,0.53,0,102,D,1,1,1,1,1,201,102,97,139,35,26,64,73,11,5,6,1.2,0.058,0,11,5,6,1.2,0.121,0,4,3,1,0.043,0.333,0,0.14,1.65,1.04,2.58,1.29,1.93,9
lgbt,-3.06,-1.34,0,148,D,1,1,0,1,1,152,148,4,75,36,0,71,4,11,9,2,0.222,0.078,0,11,9,2,0.222,0.08,0,1,1,0,0.333,0,0,-0.2,-1.98,-1.06,-3.12,0,0,4
chemicals,-3.87,-1.27,0,79,D,1,1,0,1,1,107,79,28,66,21,0,56,10,10,7,3,0.429,0.103,0,7,4,3,0.75,0.097,0,10,5,5,0.556,1,0,-0.08,-1.65,-0.98,-1.89,0,0,9
hunger,-4.59,-1.74,0,72,D,1,1,0,1,1,82,72,9,52,19,2,42,9,13,4,9,2.25,0.188,0,13,4,9,2.25,0.22,0,1,1,0,0.125,0,0,-0.08,-2.24,-1.56,-2.62,-2.867,-1.38,6
tenant,-10.15,-4.86,0,56,D,1,1,0,1,1,60,56,4,36,4,0,33,3,5,5,0,0,0.091,0,5,5,0,0,0.098,0,2,1,1,1,1,0,-0.02,-1.7,-5.27,-2.79,0,0,6
freedoms,-2.51,0.8,0,114,D,1,1,1,1,1,402,114,285,257,19,38,78,178,7,6,1,0.167,0.018,0,6,5,1,0.2,0.056,0,7,6,1,0.025,0.167,0,0.27,5.17,1.32,1.93,1.291,2.24,8
law_abiding_citizens,-3.56,1.65,0,126,R,1,0,1,1,3,148,22,126,125,2,25,18,107,3,3,0,0,0.021,0,2,2,0,0,0.1,0,3,3,0,0.024,0,0,0.19,5.05,9.58,2.04,1.438,2,20
state_local_governments,-4.17,1.42,0,38,R,1,0,1,1,3,119,81,38,93,22,11,59,34,10,3,7,2.333,0.092,0,10,3,7,2.333,0.141,0,2,2,0,0.056,0,0,0.06,1.74,0.61,0.95,2.582,1.98,23
keep_bear_arms,-2.83,1.43,0,211,R,1,0,1,1,3,227,16,211,175,1,40,13,162,7,5,2,0.4,0.032,0,2,2,0,0,0.143,0,7,5,2,0.034,0.4,0,0.31,7.17,5.69,1.38,1.043,1.88,14
right_keep_bear,-3.03,1.53,0,189,R,1,0,1,1,3,200,11,189,154,1,37,10,144,7,5,2,0.4,0.036,0,2,1,1,1,0.222,0,7,5,2,0.038,0.4,0,0.28,6.84,5.69,1.38,1.161,2,15
support_president_trump,-9.39,6,0,113,R,1,0,1,1,3,114,1,113,79,1,14,1,78,9,5,4,0.8,0.086,0,1,0,1,0,0,0,9,5,4,0.087,0.8,0,0.12,3.67,1.76,0.51,4.98,5.52,23
national_defense,-2.56,1.5,0,155,R,1,1,1,1,2,234,79,155,169,30,53,52,117,5,5,0,0,0.022,0,4,4,0,0,0.053,0,5,5,0,0.033,0,0,0.35,4.95,1.29,2.73,1.211,2.58,16
constitutional_right,-5.8,2.84,0,66,R,1,0,1,1,2,127,60,66,107,13,13,50,56,3,3,0,0,0.024,0,3,3,0,0,0.053,0,3,3,0,0.048,0,0,0.06,2.02,0.05,0.07,2.37,2.12,20
national_debt,-2.32,1.29,0,275,R,1,1,1,1,2,370,94,275,218,12,53,58,159,20,14,6,0.429,0.057,0,6,5,1,0.2,0.068,0,20,14,6,0.078,0.429,0,0.43,7.75,1.71,1.96,1.054,2.25,13
veterans_administration,-6.21,3.3,0,21,R,1,0,1,1,2,67,46,21,53,12,8,39,14,5,3,2,0.667,0.081,0,3,3,0,0,0.07,0,5,3,2,0.312,0.667,0,0.09,2.17,1.18,1.34,4.288,3.43,23
tax_code,-1.67,0.92,0,169,R,1,0,1,1,2,284,113,169,182,27,50,83,98,6,5,1,0.2,0.022,0,5,4,1,0.25,0.046,0,6,5,1,0.037,0.2,0,0.55,6.42,0.39,0.79,0.759,1.85,8
free_market,-4.69,2.71,0,285,R,1,0,1,1,2,326,41,285,198,2,27,27,171,9,6,3,0.5,0.028,0,6,5,1,0.2,0.171,0,9,6,3,0.033,0.5,0,0.2,5.52,5.21,1.43,2.02,2.99,11
president_trump,-1.22,1.1,0,949,R,1,1,1,1,2,1287,333,949,455,65,73,137,316,25,21,4,0.19,0.02,0,21,17,4,0.235,0.067,0,25,17,8,0.027,0.471,0,0.71,3.9,0.45,1.87,0.666,2.27,15
right_life,-2.72,1.52,0,203,R,1,0,1,1,2,230,27,203,167,0,50,21,146,5,4,1,0.25,0.022,0,2,2,0,0,0.08,0,5,4,1,0.025,0.25,0,0.37,8.15,0,0,1.009,2.04,10
wasteful_spending,-3.48,1.81,0,87,R,1,1,1,1,2,109,22,87,88,8,32,17,71,3,3,0,0,0.028,0,3,2,1,0.5,0.158,0,3,2,1,0.036,0.5,0,0.22,5.16,2.11,1.99,1.447,2.31,17
federal_spending,-6.02,3.49,0,54,R,1,0,1,1,2,67,13,54,58,4,18,13,45,2,2,0,0,0.031,0,1,1,0,0,0.083,0,2,2,0,0.038,0,0,0.15,4.59,1.22,0.73,2.995,3.53,16
natural_gas,-3.49,1.78,0,77,R,1,0,1,1,2,157,79,77,104,16,21,53,50,9,4,5,1.25,0.061,0,4,4,0,0,0.053,0,9,4,5,0.132,1.25,0,0.22,3.05,1.03,1.61,2.042,2.99,11
right_vote,1.56,-7.35,0,24,R,1,1,1,1,2,233,209,24,140,32,3,128,12,8,8,0,0,0.036,0,8,6,2,0.333,0.04,0,8,4,4,0.5,1,0,-0.13,-2.39,-0.81,-1.82,-6.03,-3.66,10
taxpayer_dollars,-3.12,1.19,0,62,R,1,0,1,1,2,154,91,62,126,30,24,72,53,5,3,2,0.667,0.034,0,5,3,2,0.667,0.058,0,3,2,1,0.051,0.5,0,0.1,1.96,0.79,1.56,1.367,1.81,16
gun_rights,-6.05,3.35,0,69,R,1,0,1,1,2,78,9,69,66,1,16,9,57,3,3,0,0,0.04,0,1,1,0,0,0.125,0,3,3,0,0.045,0,0,0.11,4.08,1.28,0.4,2.832,3.05,10
status_quo,-4.76,2.36,0,62,R,1,0,1,1,2,138,76,62,112,6,16,61,51,8,4,4,1,0.062,0,8,4,4,1,0.118,0,4,3,1,0.069,0.333,0,0.12,3.29,0.55,0.43,2.288,2.53,10
healthcare_decisions,-3.4,1.42,0,57,R,1,1,1,1,2,132,75,57,104,26,20,60,44,3,3,0,0,0.023,0,3,3,0,0,0.042,0,3,2,1,0.056,0.5,0,0.11,2.21,1.81,3.08,1.282,1.7,20
sanctity_life,-5.03,2.63,0,67,R,1,0,1,1,2,69,2,67,60,0,17,2,58,4,3,1,0.333,0.062,0,1,1,0,0,1,0,4,3,1,0.063,0.333,0,0.13,4.03,0,0,2.009,2.38,13
right_protect,-9.95,5.36,0,51,R,1,0,1,1,2,60,9,51,57,1,5,9,48,2,2,0,0,0.034,0,1,1,0,0,0.125,0,2,2,0,0.041,0,0,0.03,2.11,2.61,0.78,5.167,2.6,13
government_regulations,-5.13,2.54,0,51,R,1,0,1,1,2,54,3,51,47,0,16,3,44,3,2,1,0.5,0.059,0,1,1,0,0,0.5,0,3,2,1,0.062,0.5,0,0.11,4.43,0,0,1.987,2.12,22
illegal_immigration,-3.56,2.34,0,322,R,1,0,1,1,2,343,21,322,223,3,48,19,204,10,8,2,0.25,0.03,0,3,1,2,2,0.167,0,10,8,2,0.032,0.25,0,0.41,7.84,2.32,1.16,1.863,3.86,19
god_given,-5.7,2.87,0,102,R,1,0,1,1,2,117,14,102,91,0,15,8,82,7,4,3,0.75,0.064,0,4,3,1,0.333,0.4,0,7,3,4,0.074,1.333,0,0.09,4.4,0,0,2.23,2.18,9
vice_chair,-0.81,-2.51,0,25,R,1,1,1,1,2,131,106,25,91,50,6,71,20,5,4,1,0.25,0.04,0,5,4,1,0.25,0.05,0,3,2,1,0.136,0.5,0,-0.3,-4.5,-1.08,-2.98,-2.462,-2.17,10
energy_resources,-4.77,1.88,0,32,R,1,0,1,1,2,54,22,32,41,3,9,19,22,3,3,0,0,0.059,0,2,2,0,0,0.1,0,3,3,0,0.103,0,0,0.08,2.78,2.39,1.35,2.1,1.73,16
raise_taxes,-6.2,3.1,0,38,R,1,0,1,1,2,56,18,38,46,0,8,15,31,3,3,0,0,0.057,0,3,2,1,0.5,0.2,0,3,3,0,0.086,0,0,0.07,2.67,0,0,2.389,2.09,11
congress_president,-5.51,2.37,0,22,R,1,1,1,1,2,56,34,22,49,5,8,30,19,3,3,0,0,0.057,0,3,2,1,0.5,0.097,0,3,2,1,0.158,0.5,0,0.06,2.64,2.8,1.7,2.973,2.09,18
repeal_obamacare,-5.56,3.21,0,55,R,1,0,1,1,2,60,5,55,46,2,18,5,41,5,4,1,0.25,0.091,0,1,1,0,0,0.25,0,5,4,1,0.1,0.25,0,0.16,4.32,2.57,0.99,2.773,3.47,16
rifle_association,-4.16,2.03,0,55,R,1,0,1,1,2,65,10,55,49,3,20,9,40,5,4,1,0.25,0.083,0,2,1,1,1,0.25,0,5,4,1,0.1,0.25,0,0.15,4.08,1.36,0.7,1.337,1.75,17
securing_borders,-5.22,2.52,0,46,R,1,1,1,1,2,58,12,46,56,6,16,12,44,2,2,0,0,0.036,0,1,1,0,0,0.091,0,2,2,0,0.045,0,0,0.08,3.11,3.7,2.45,2.093,2.09,16
believe_life,-8.68,4.92,0,49,R,1,0,1,1,2,50,1,49,48,0,9,1,47,2,2,0,0,0.042,0,1,0,1,0,0,0,2,2,0,0.043,0,0,0.06,3.28,0,0,4.279,3.26,12
life_begins,-6.23,3.84,0,102,R,1,0,1,1,2,104,2,102,92,0,26,2,90,3,3,0,0,0.03,0,1,1,0,0,1,0,3,3,0,0.03,0,0,0.18,6.02,0,0,3.37,4.41,11
begins_conception,-5.8,3.41,0,86,R,1,0,1,1,2,88,2,86,80,0,23,2,78,2,2,0,0,0.023,0,1,1,0,0,1,0,2,2,0,0.024,0,0,0.16,5.55,0,0,2.911,3.65,17
illegal_aliens,-9.35,5.67,0,138,R,1,0,1,1,2,140,2,138,54,0,5,2,52,15,13,2,0.154,0.12,0,1,1,0,0,1,0,15,13,2,0.122,0.154,0,0.09,2.02,0,0,5.284,4.49,14
protect_life,-5.3,2.53,0,48,R,1,0,1,1,2,54,6,48,48,0,12,4,44,2,2,0,0,0.038,0,2,2,0,0,0.5,0,2,2,0,0.043,0,0,0.09,3.73,0,0,1.979,1.93,12
fair_tax,-7.66,3.95,0,31,R,1,0,1,1,2,52,19,31,32,6,6,11,20,7,5,2,0.4,0.156,0,7,2,5,2.5,0.583,0,5,4,1,0.192,0.25,0,0.05,2.25,0.18,0.15,3.712,2.48,8
individual,-1.53,0.86,0,561,R,1,1,1,1,1,1073,510,561,539,47,59,261,276,17,16,1,0.062,0.016,0,16,11,5,0.455,0.032,0,17,14,3,0.031,0.214,0,0.52,5.5,0.65,1.94,0.739,1.88,10
freedom,-2.89,2.49,0,954,R,1,0,1,1,1,1571,606,954,681,69,82,305,370,34,20,14,0.7,0.022,0,13,12,1,0.083,0.022,0,34,20,14,0.037,0.7,0,0.73,6.69,0.16,0.52,2.041,6.43,7
government,0.33,0.79,0,3221,R,1,1,1,1,1,5977,2717,3221,1294,160,143,641,645,145,84,61,0.726,0.025,1,44,42,2,0.048,0.016,0,145,84,61,0.047,0.726,1,2.32,7.19,0.47,3.52,0.544,3.4,10
prosperity,-2.64,1.36,0,272,R,1,0,1,1,1,562,290,272,345,32,41,173,172,13,9,4,0.444,0.024,0,13,7,6,0.857,0.047,0,9,8,1,0.034,0.125,0,0.24,3.6,0.13,0.28,1.067,2.03,10
order,-1.62,0.97,0,581,R,1,0,1,1,1,1635,1048,581,695,103,61,416,275,39,35,4,0.114,0.024,0,39,18,21,1.167,0.039,1,35,14,21,0.064,1.5,1,0.22,1.78,0.06,0.28,0.882,2.26,5
